,label,clickTime,conversionTime,creativeID,userID,userAge,userGender,userEducation,usermarriageStatus,userHaveBaby,appCategory
88,0,170000,,5588,577338,36,1,0,2,0,0
89,0,170000,,5187,811700,18,1,3,0,0,203
90,0,170000,,1004,2279109,20,2,0,0,0,0
91,0,170000,,594,2020218,30,2,1,0,0,0
92,0,170000,,1456,1063816,18,2,1,2,0,0
93,0,170000,,5187,53892,15,1,3,3,0,203
94,0,170000,,4465,163313,27,1,1,3,0,110
95,0,170000,,1259,502576,24,2,0,0,1,211
96,0,170000,,3444,560971,0,0,3,0,0,0
97,0,170000,,5187,1130191,39,1,1,0,0,203
98,0,170000,,5588,1861307,37,1,0,2,0,0
99,0,170000,,72,262409,20,1,5,1,0,0
100,0,170000,,2284,1930828,33,2,3,0,5,406
101,0,170000,,1259,2277789,22,2,2,3,1,211
102,0,170000,,3465,255778,35,1,3,2,0,104
103,0,170000,,2450,2506204,24,2,1,1,0,0
104,0,170000,,4250,2226324,22,1,2,3,0,106
105,0,170000,,5949,1964288,25,2,3,0,0,301
106,0,170000,,1887,1535232,17,1,1,1,0,0
107,0,170000,,6440,2315200,32,1,1,2,0,103
108,0,170000,,3250,913835,0,0,0,0,0,0
109,0,170000,,6490,2341157,27,2,2,1,0,209
110,0,170000,,1456,991149,29,1,0,2,1,0
111,0,170000,,2522,1855022,17,2,0,1,0,0
112,0,170000,,784,1884671,28,2,1,1,0,0
113,0,170000,,2438,968673,17,2,1,0,0,301
114,0,170000,,1004,813902,21,2,1,1,0,0
115,0,170000,,2137,2370401,18,1,1,0,0,402
116,0,170000,,3465,2681468,0,0,0,3,0,104
117,0,170000,,4250,2617147,20,1,3,3,0,106
118,0,170001,,2235,2593055,37,1,2,2,1,0
119,0,170001,,2137,2493841,22,1,1,1,0,402
120,0,170001,,5187,2054638,33,2,0,2,0,203
121,0,170001,,1087,482664,0,0,2,1,0,408
122,0,170001,,4465,2203709,0,0,0,0,0,110
123,0,170001,,997,1845488,29,1,3,0,0,301
124,0,170001,,3293,1246141,25,1,2,0,1,0
125,0,170001,,6220,1582366,13,2,1,0,0,0
126,0,170001,,2137,1208859,38,1,2,2,0,402
127,0,170001,,5187,950808,0,0,0,0,0,203
128,0,170001,,5187,1503324,0,0,4,0,0,203
129,0,170001,,5886,362786,42,2,5,0,5,105
130,0,170001,,2137,1805434,25,1,1,3,1,402
131,0,170001,,2537,1921763,17,1,3,1,0,106
132,0,170001,,4686,124576,21,2,1,3,0,407
133,0,170001,,1259,732900,21,1,0,1,0,211
134,0,170001,,1456,1670757,14,1,1,2,1,0
135,0,170001,,1887,619221,15,1,3,1,0,0
136,0,170001,,5187,1962042,43,1,1,2,1,203
137,0,170001,,4465,1113766,22,1,0,1,0,110
138,0,170001,,1887,1428946,13,1,3,0,0,0
139,0,170001,,1456,684197,12,1,3,0,0,0
140,0,170001,,2277,1490134,22,1,1,1,0,301
141,0,170001,,5030,1431003,23,1,1,1,0,503
142,0,170001,,985,222780,0,0,0,0,0,209
143,0,170001,,1675,727277,0,0,1,0,0,203
144,0,170001,,1456,50953,25,1,1,1,0,0
145,0,170001,,4793,1685668,26,0,2,0,0,402
146,0,170001,,1087,1788225,24,2,1,0,0,408
147,1,170001,181031.0,2137,703736,29,1,1,2,0,402
148,0,170001,,4444,281973,0,0,0,2,0,402
149,1,170001,170009.0,3981,2030308,20,2,1,0,0,402
150,0,170001,,1259,1306721,24,1,2,1,0,211
151,0,170001,,1887,201774,0,0,0,0,0,0
152,0,170001,,3465,205605,45,2,5,2,0,104
153,0,170001,,2849,136286,21,2,1,1,0,503
154,0,170001,,3293,113199,20,2,1,0,0,0
155,0,170001,,6036,1263826,26,1,0,1,0,402
156,0,170001,,4444,354686,22,1,1,0,0,402
157,0,170001,,1907,1349369,27,1,3,0,1,0
158,0,170001,,4793,2415633,28,1,1,1,0,402
159,0,170001,,3465,1552328,22,1,2,1,0,104
160,0,170001,,5187,1470472,51,2,4,2,1,203
161,0,170001,,51,1746230,18,2,1,0,0,0
162,0,170001,,3089,195578,27,2,2,0,1,104
163,0,170001,,5187,2033318,0,0,3,0,0,203
164,0,170001,,4432,2097233,0,0,5,0,0,203
165,0,170001,,5209,377001,12,1,3,0,0,503
166,0,170001,,2537,1548816,15,1,0,0,0,106
167,0,170001,,2284,1323156,22,2,2,0,0,406
168,0,170001,,4465,529471,23,1,2,1,0,110
169,0,170001,,1675,499166,33,1,2,2,0,203
170,0,170001,,3575,1678352,9,2,2,1,0,401
171,0,170001,,6036,2392477,13,1,3,0,0,402
172,0,170001,,4432,2360476,18,1,2,1,0,203
173,0,170001,,2537,2124790,29,2,0,0,0,106
174,0,170001,,1456,1036615,10,2,0,0,0,0
175,0,170001,,5187,2062931,35,2,5,2,1,203
176,0,170001,,1259,1407618,24,2,1,3,1,211
177,0,170001,,2537,1409025,15,1,3,0,2,106
178,0,170001,,1456,2695579,0,0,0,1,0,0
179,0,170001,,2537,2124790,29,2,0,0,0,106
180,0,170001,,3075,2572211,18,2,2,1,0,0
181,0,170001,,1887,1756269,14,1,3,0,0,0
182,0,170001,,5588,2525501,24,1,4,1,0,0
183,0,170001,,1959,628659,25,2,1,0,0,407
184,0,170001,,4465,673532,32,1,0,2,0,110
185,0,170001,,1887,760045,17,1,2,0,0,0
186,0,170001,,2137,1121581,39,1,5,2,0,402
187,0,170001,,3465,2713331,16,2,3,0,0,104
188,0,170001,,2764,2557181,14,2,0,0,0,106
189,0,170001,,3465,1764249,16,2,3,0,0,104
190,1,170001,170010.0,3584,936876,18,1,4,1,0,108
191,0,170001,,4465,601128,23,1,3,1,0,110
192,0,170001,,4686,2052582,24,2,1,2,1,407
193,0,170001,,3458,2031269,25,2,2,1,0,0
194,1,170001,181027.0,2137,2619571,23,1,2,1,0,402
195,0,170001,,3293,461527,26,2,1,1,0,0
196,0,170001,,1543,1319414,24,1,2,0,5,402
197,0,170001,,3465,1260261,19,1,2,1,0,104
198,0,170001,,3465,513434,18,2,3,1,0,104
199,0,170001,,5187,2478916,43,0,0,0,0,203
200,0,170001,,4465,2398204,22,1,1,1,0,110
201,0,170001,,1438,915792,25,1,3,1,0,106
202,0,170001,,5307,1240398,30,1,5,2,0,109
203,0,170001,,2137,2721897,20,1,5,0,0,402
204,0,170001,,3934,1997852,42,2,3,2,1,405
205,0,170001,,5187,1178952,30,2,0,2,0,203
206,0,170001,,3465,280370,29,1,1,1,0,104
207,0,170001,,3444,530661,17,1,2,0,0,0
208,0,170001,,1004,747178,27,2,4,0,0,0
209,0,170001,,784,675775,0,0,1,1,0,0
210,0,170001,,1887,2502038,0,0,0,1,0,0
211,0,170001,,5176,1496208,27,2,1,1,0,108
212,0,170001,,594,353144,28,2,2,2,3,0
213,0,170001,,3584,638634,20,1,3,0,0,108
214,0,170001,,198,504007,47,1,4,2,0,104
215,0,170001,,5187,1622707,39,2,0,2,0,203
216,0,170001,,1456,1354938,26,2,0,0,0,0
217,0,170001,,1087,2497592,30,2,1,2,0,408
218,0,170001,,997,853950,38,1,0,2,0,301
219,0,170001,,3465,737723,0,2,0,0,0,104
220,0,170001,,4465,1269977,24,2,2,0,3,110
221,0,170001,,3293,2135791,33,2,1,2,0,0
222,0,170001,,4444,603060,20,2,5,0,0,402
223,0,170001,,5886,1147583,35,2,2,2,1,105
224,0,170001,,4432,796489,46,2,0,2,0,203
225,0,170001,,5187,777058,15,2,1,0,0,203
226,0,170001,,2982,834917,17,1,0,1,0,0
227,0,170001,,1456,1492594,0,0,0,1,0,0
228,0,170001,,6377,454323,28,2,2,0,1,106
229,0,170001,,784,2757792,19,2,0,1,0,0
230,0,170001,,5187,90746,21,1,0,0,0,203
231,0,170001,,5517,1743967,53,1,0,2,1,408
232,0,170001,,2764,1161978,17,1,0,1,0,106
233,0,170001,,615,2194550,0,1,4,3,0,211
234,0,170001,,2137,1245093,25,1,2,1,0,402
235,0,170001,,2537,565861,18,1,3,1,0,106
236,0,170001,,3969,2148540,36,2,2,2,0,407
237,0,170001,,1907,740988,22,1,0,1,0,0
238,0,170001,,5186,1339218,18,1,2,1,0,402
239,0,170001,,1617,1358424,12,0,0,0,1,0
240,0,170001,,5187,2026215,17,2,4,1,0,203
241,0,170001,,4465,1323732,16,1,1,0,4,110
242,0,170001,,4250,2600034,17,1,2,1,0,106
243,0,170001,,198,1053036,36,1,0,2,0,104
244,0,170001,,51,1206722,22,1,1,1,0,0
245,0,170001,,615,237784,44,1,1,2,0,211
246,0,170001,,2374,284050,19,2,2,0,0,109
247,0,170001,,3745,1329257,23,1,2,0,0,401
248,0,170001,,6490,2655628,28,2,1,2,1,209
249,0,170001,,5176,2169999,23,2,2,2,1,108
250,1,170001,181031.0,2137,1411484,23,1,3,3,0,402
251,0,170001,,2137,791194,16,1,3,0,0,402
252,0,170001,,3934,905525,17,2,3,0,1,405
253,0,170001,,1456,2689434,16,2,0,0,0,0
254,0,170001,,2065,1808388,17,1,3,1,0,0
255,0,170001,,784,1460381,27,1,3,1,0,0
256,0,170001,,4432,1660207,45,1,5,2,0,203
257,0,170001,,376,192113,30,2,0,2,1,201
258,0,170001,,1543,2110276,30,1,2,1,0,402
259,0,170001,,2438,1500776,16,2,4,1,0,301
260,0,170001,,3305,2239216,13,2,5,0,0,203
261,0,170001,,1887,2579331,13,1,3,0,0,0
262,0,170001,,4465,1385881,0,2,0,0,0,110
263,0,170001,,3293,2111534,28,2,1,3,0,0
264,0,170001,,5336,1746857,25,2,4,0,6,104
265,0,170001,,3745,1933623,45,2,3,2,1,401
266,0,170001,,3465,437696,49,2,0,2,1,104
267,0,170001,,1615,1070541,15,1,1,0,0,407
268,0,170001,,4250,1310358,0,1,0,3,0,106
269,0,170001,,177,2016515,19,1,5,1,0,0
270,0,170001,,3465,744992,30,1,2,1,0,104
271,0,170001,,2849,726374,28,2,1,1,0,503
272,0,170001,,1551,380110,20,2,5,1,0,402
273,0,170001,,2137,703961,21,1,2,1,0,402
274,0,170001,,198,1967394,40,1,0,0,0,104
275,0,170001,,3465,524948,61,2,0,2,1,104
276,0,170001,,2537,2673994,14,2,4,0,0,106
277,0,170001,,5588,177630,24,2,0,0,0,0
278,0,170001,,72,491092,33,1,2,2,0,0
279,0,170001,,2537,1211134,14,0,3,3,0,106
280,0,170001,,1087,314887,24,2,6,1,0,408
281,0,170001,,1456,27376,15,2,4,2,1,0
282,0,170001,,1087,28778,34,1,4,2,1,408
283,0,170001,,2764,233106,12,2,3,0,0,106
284,0,170001,,5030,1121798,25,1,2,1,0,503
285,0,170001,,5736,220229,25,1,1,1,0,104
286,0,170001,,1087,2099158,29,1,1,1,0,408
287,0,170001,,1004,945927,24,2,1,0,1,0
288,0,170001,,2808,7631,0,0,4,2,0,203
289,0,170001,,198,1687678,23,1,2,3,0,104
290,0,170001,,3575,2326331,28,1,1,1,0,401
291,0,170001,,5531,1419804,23,2,1,1,0,203
292,0,170001,,177,2016515,19,1,5,1,0,0
293,0,170001,,2137,1951154,25,1,2,1,0,402
294,0,170001,,3444,70120,21,1,5,1,0,0
295,0,170001,,2137,1543482,14,1,3,1,0,402
296,0,170001,,2137,2469233,17,1,4,0,0,402
297,0,170001,,4250,1992311,17,0,0,1,0,106
298,0,170001,,2137,1951154,25,1,2,1,0,402
299,0,170001,,3075,2251985,19,2,2,0,5,0
300,0,170001,,1259,1691229,29,2,0,0,1,211
301,0,170001,,4465,2221667,15,1,4,2,1,110
302,0,170002,,2438,973311,19,1,3,1,0,301
303,0,170002,,1887,2074883,20,1,2,1,0,0
304,0,170002,,4465,2380178,19,2,1,1,0,110
305,0,170002,,72,2230489,27,1,5,3,0,0
306,0,170002,,2137,2190383,18,1,1,1,0,402
307,0,170002,,784,67832,22,2,0,3,0,0
308,0,170002,,2374,1912094,18,2,5,1,0,109
309,0,170002,,2137,2516894,21,1,2,0,0,402
310,0,170002,,2137,1943370,17,1,4,3,0,402
311,0,170002,,1456,791514,15,1,0,1,0,0
312,0,170002,,2764,2705118,15,1,0,0,0,106
313,0,170002,,3531,2371744,20,2,1,1,0,0
314,0,170002,,6567,172305,24,1,5,1,0,104
315,0,170002,,4503,2604239,24,1,1,1,0,401
316,0,170002,,5588,1413094,49,1,0,0,0,0
317,0,170002,,3480,2429199,21,1,4,1,0,0
318,0,170002,,4250,2346583,32,1,2,1,0,106
319,0,170002,,2137,703961,21,1,2,1,0,402
320,0,170002,,2374,1517228,20,2,1,1,0,109
321,0,170002,,3497,593642,13,1,1,0,0,402
322,0,170002,,2122,424700,17,0,2,0,0,110
323,0,170002,,369,1134695,24,2,1,0,2,503
324,1,170002,181031.0,2137,1605739,25,1,1,1,0,402
325,0,170002,,4432,184894,0,0,2,0,0,203
326,0,170002,,3234,1876358,33,0,1,2,0,402
327,0,170002,,2522,987366,42,1,1,2,0,0
328,0,170002,,6036,1000722,15,2,4,1,0,402
329,0,170002,,5030,1033158,33,1,2,0,0,503
330,0,170002,,1456,1078493,19,1,1,1,0,0
331,0,170002,,5187,99350,48,1,0,3,0,203
332,0,170002,,4465,653590,46,2,3,2,1,110
333,0,170002,,2438,1110850,28,2,1,0,6,301
334,0,170002,,1456,1701985,27,1,2,1,0,0
335,0,170002,,1887,2251170,12,1,0,1,0,0
336,0,170002,,6036,2218710,18,1,0,0,0,402
337,0,170002,,3739,1510386,21,1,1,1,0,209
338,0,170002,,5610,1714808,33,1,2,2,0,402
339,0,170002,,4250,2147981,15,1,0,3,0,106
340,0,170002,,72,517695,0,1,4,2,0,0
341,0,170002,,3745,666160,28,1,5,2,1,401
342,0,170002,,5187,1015541,23,1,1,1,0,203
343,0,170002,,726,1530657,18,1,2,1,0,0
344,1,170002,181025.0,1887,872565,20,1,1,1,0,0
345,0,170002,,6440,1156830,12,2,3,1,0,103
346,0,170002,,2537,536589,12,1,3,1,0,106
347,0,170002,,1456,1163528,40,1,2,2,0,0
348,0,170002,,2137,2516894,21,1,2,0,0,402
349,0,170002,,4250,2582643,8,1,4,2,0,106
350,0,170002,,5187,267236,43,1,0,2,0,203
351,1,170002,181031.0,2137,2531543,25,1,2,0,0,402
352,0,170002,,2739,615019,0,0,3,0,0,209
353,0,170002,,2982,76934,16,1,3,1,0,0
354,0,170002,,3075,1635531,29,2,0,0,0,0
355,0,170002,,2137,2531543,25,1,2,0,0,402
356,0,170002,,2849,940442,28,2,1,1,0,503
357,0,170002,,2537,418915,0,0,1,0,0,106
358,0,170002,,1675,1631214,39,2,0,2,1,203
359,0,170002,,4444,1415339,17,1,3,1,0,402
360,0,170002,,5187,347616,18,1,1,0,0,203
361,0,170002,,2438,843890,13,2,3,0,0,301
362,0,170002,,4503,728005,20,1,5,1,0,401
363,0,170002,,3293,2194483,26,2,1,0,0,0
364,0,170002,,5949,2106781,27,2,1,0,0,301
365,0,170002,,4465,46193,22,1,1,1,0,110
366,0,170002,,376,411145,17,2,2,0,0,201
367,0,170002,,2537,2706352,24,1,0,0,0,106
368,0,170002,,4432,1594290,0,1,0,2,0,203
369,0,170002,,1675,2589782,0,1,2,2,0,203
370,0,170002,,1456,211211,32,1,1,2,1,0
371,0,170002,,5030,30133,21,1,2,3,0,503
372,0,170002,,1456,119100,36,1,1,2,0,0
373,0,170002,,1456,1525174,28,1,1,1,0,0
374,0,170002,,3465,2016881,18,1,0,0,0,104
375,0,170002,,4465,1750769,0,0,0,0,0,110
376,0,170002,,3293,404634,31,2,1,2,0,0
377,0,170002,,1675,704494,20,2,2,0,5,203
378,0,170002,,1546,89642,18,2,2,0,1,402
379,0,170002,,1456,2764109,0,1,0,1,0,0
380,0,170002,,3465,1795051,15,1,3,2,0,104
381,0,170002,,1456,1423615,18,1,3,1,0,0
382,0,170002,,4465,2425211,0,1,0,2,0,110
383,0,170002,,3305,2346584,26,2,5,1,0,203
384,0,170002,,6440,1222519,17,1,1,0,0,103
385,0,170002,,4432,2706590,25,2,0,3,0,203
386,0,170002,,2764,1911878,13,1,1,1,0,106
387,0,170002,,3780,1823771,29,2,1,2,1,402
388,0,170002,,6569,1675831,19,1,5,0,0,303
389,0,170002,,2537,1159150,13,1,3,0,0,106
390,0,170002,,376,411145,17,2,2,0,0,201
391,1,170002,181028.0,2137,1894874,24,1,3,1,0,402
392,0,170002,,4465,147946,49,2,2,2,0,110
393,0,170002,,376,890523,15,2,3,1,0,201
394,0,170002,,5186,1071934,17,2,5,0,0,402
395,0,170002,,3745,2523893,35,1,1,2,2,401
396,0,170002,,72,1925040,34,1,2,1,0,0
397,0,170002,,5186,937729,28,2,0,2,0,402
398,0,170002,,2004,734150,21,1,6,0,0,106
399,0,170002,,5588,2104102,21,1,4,1,0,0
400,0,170002,,1456,209522,25,2,1,0,1,0
401,0,170002,,4444,953742,21,1,1,0,0,402
402,0,170002,,689,2482162,17,1,3,1,0,0
403,0,170002,,2137,582911,30,1,3,0,0,402
404,0,170002,,3234,292174,13,1,2,1,0,402
405,0,170002,,4700,2140713,22,2,0,0,0,209
406,0,170002,,5336,2227422,26,2,1,0,1,104
407,0,170002,,1543,1252216,28,1,1,2,0,402
408,0,170002,,1456,423716,16,1,3,0,0,0
409,0,170002,,739,1961132,19,2,2,1,0,0
410,0,170002,,2764,2059491,0,1,5,2,0,106
411,0,170002,,4250,1459921,8,2,0,0,0,106
412,0,170002,,997,2534624,23,2,1,3,1,301
413,0,170002,,3444,2732290,0,2,0,1,0,0
414,0,170002,,2522,1034891,24,2,1,0,1,0
415,0,170002,,198,2334860,0,0,0,0,0,104
416,0,170002,,5030,750179,22,1,2,1,0,503
417,0,170002,,4793,2502847,20,2,3,0,0,402
418,0,170002,,1546,1027713,24,2,5,1,0,402
419,0,170002,,1293,1274773,19,2,3,0,0,0
420,0,170002,,1456,2750578,22,2,0,0,0,0
421,0,170002,,5176,1334462,22,1,2,3,0,108
422,0,170002,,5588,2756671,17,1,3,0,0,0
423,0,170002,,5187,347078,15,2,3,1,0,203
424,0,170002,,5030,1293291,29,1,2,2,0,503
425,0,170002,,3465,2042960,0,0,4,0,0,104
426,0,170002,,3465,590888,14,2,3,0,1,104
427,0,170002,,376,2750200,18,2,1,0,0,201
428,0,170002,,1087,1022236,0,0,1,2,1,408
429,0,170002,,5187,1363189,26,1,3,3,0,203
430,0,170002,,177,1311446,21,2,2,0,2,0
431,0,170002,,2537,2798099,0,0,4,1,0,106
432,1,170002,170010.0,1546,1466402,18,2,5,0,0,402
433,0,170002,,921,2591487,18,2,1,1,0,402
434,0,170002,,3458,1965310,27,2,1,1,0,0
435,0,170002,,177,2176244,20,2,1,0,0,0
436,0,170002,,2137,1058214,17,1,5,1,0,402
437,0,170002,,4335,1797266,22,1,6,1,0,0
438,0,170002,,1543,2607174,26,1,3,2,0,402
439,0,170002,,4465,1040607,17,1,5,0,0,110
440,0,170002,,2137,1605739,25,1,1,1,0,402
441,0,170002,,4465,631522,18,1,5,1,0,110
442,0,170002,,5187,2107348,20,1,2,0,0,203
443,0,170002,,6233,878762,19,1,3,0,0,0
444,0,170002,,3557,2426060,32,1,0,2,0,0
445,0,170002,,6368,1378195,22,1,1,1,0,402
446,0,170002,,2374,1802276,27,2,1,0,2,109
447,0,170002,,376,15589,21,2,2,0,6,201
448,0,170002,,2137,582911,30,1,3,0,0,402
449,0,170002,,1456,2246760,0,0,1,0,0,0
450,0,170002,,376,2282479,11,2,5,0,0,201
451,0,170002,,2137,1411484,23,1,3,3,0,402
452,0,170002,,2537,666529,8,2,0,1,0,106
453,0,170002,,2537,1690907,10,2,3,0,0,106
454,0,170002,,2537,1690907,10,2,3,0,0,106
455,0,170002,,4169,2125144,22,1,1,1,0,0
456,0,170002,,6440,1315555,23,1,1,1,0,103
457,0,170002,,2137,2531543,25,1,2,0,0,402
458,0,170002,,2137,2221177,33,1,2,2,1,402
459,0,170002,,1456,1407368,25,1,2,0,1,0
460,0,170002,,3293,546229,15,2,2,1,0,0
461,0,170002,,1456,602745,15,1,0,0,0,0
462,0,170002,,5187,495217,16,1,1,1,0,203
463,0,170002,,4250,66508,0,2,0,1,0,106
464,0,170002,,2137,1281151,17,1,3,0,1,402
465,0,170002,,5588,1456058,23,1,5,1,0,0
466,0,170002,,5342,2529146,24,2,2,3,0,103
467,0,170002,,2982,1635427,15,1,2,0,0,0
468,0,170002,,726,991139,23,2,2,1,0,0
469,0,170002,,1293,906107,22,2,2,1,0,0
470,0,170002,,198,1359836,25,1,2,0,2,104
471,0,170003,,1887,2438658,16,1,6,1,0,0
472,0,170003,,4978,1554806,19,2,3,1,0,0
473,0,170003,,4793,1569237,21,1,4,1,0,402
474,0,170003,,3305,992319,10,0,0,2,1,203
475,0,170003,,376,1320407,16,2,1,1,0,201
476,0,170003,,3093,309711,18,2,1,0,0,301
477,0,170003,,2137,2594342,34,1,3,2,0,402
478,0,170003,,5176,1811632,27,2,1,0,2,108
479,0,170003,,1456,2032212,17,1,2,0,0,0
480,0,170003,,726,950445,0,0,3,0,0,0
481,0,170003,,2137,902557,13,1,1,2,0,402
482,0,170003,,3305,1781284,28,1,0,0,0,203
483,0,170003,,2736,1355446,33,2,1,2,1,0
484,0,170003,,1456,1242005,32,1,3,0,1,0
485,0,170003,,1456,2321880,26,1,1,1,0,0
486,0,170003,,2849,1089222,22,2,5,1,0,503
487,0,170003,,3465,1639479,20,1,2,3,0,104
488,0,170003,,2764,2033341,0,0,0,0,0,106
489,0,170003,,4250,1520680,15,2,2,0,0,106
490,0,170003,,4465,2715726,10,1,0,0,0,110
491,0,170003,,2235,779053,15,1,3,1,0,0
492,0,170003,,4250,2450253,15,1,0,0,0,106
493,0,170003,,5588,1406850,22,2,2,0,0,0
494,0,170003,,6387,2104549,2,1,0,0,0,0
495,0,170003,,3745,348716,28,2,3,3,1,401
496,0,170003,,3465,1006484,47,1,1,0,0,104
497,0,170003,,1456,1129238,13,1,1,0,0,0
498,1,170003,170015.0,1971,19221,29,1,1,1,0,0
499,0,170003,,4250,536527,18,2,3,3,0,106
500,0,170003,,2849,2603269,22,2,1,1,0,503
501,0,170003,,2122,619469,15,2,2,1,0,110
502,0,170003,,3875,284967,24,2,2,0,0,201
503,0,170003,,3465,647506,14,1,3,2,0,104
504,0,170003,,1675,1765267,29,1,2,1,0,203
505,0,170003,,615,1368202,0,0,7,0,0,211
506,0,170003,,5030,1355905,24,1,0,1,0,503
507,0,170003,,2137,2348900,20,1,2,1,0,402
508,0,170003,,4465,2112922,5,2,0,0,1,110
509,0,170003,,3458,1965310,27,2,1,1,0,0
510,0,170003,,5187,1458118,25,2,3,1,0,203
511,0,170003,,5588,315360,19,2,1,2,0,0
512,0,170003,,6411,375759,23,1,0,1,0,402
513,0,170003,,2537,334526,15,1,2,0,0,106
514,0,170003,,3305,58143,0,2,1,2,1,203
515,0,170003,,5187,717915,16,1,2,1,0,203
516,0,170003,,2764,1270332,27,1,1,3,1,106
517,0,170003,,1087,2196686,16,2,2,0,1,408
518,0,170003,,985,980644,15,2,2,0,0,209
519,0,170003,,2137,2348900,20,1,2,1,0,402
520,0,170003,,5187,914620,43,2,4,2,0,203
